Time, X, Y, Z, errorZ, 
24.0833,0.184243,0.137283,0.0318261,-0.0318261,29.4309
24.1,0.183308,0.136441,0.0317371,-0.0317371,29.4309
24.1167,0.182383,0.135609,0.0316484,-0.0316484,29.4309
24.1333,0.181466,0.134784,0.0315599,-0.0315599,29.4309
24.15,0.180557,0.133968,0.0314716,-0.0314716,29.4309
24.1667,0.179657,0.13316,0.0313836,-0.0313836,29.4309
24.1833,0.178766,0.13236,0.0312958,-0.0312958,29.4309
24.2,0.177883,0.131568,0.0312083,-0.0312083,29.4309
24.2167,0.177008,0.130784,0.031121,-0.031121,29.4309
24.2333,0.176141,0.130008,0.031034,-0.031034,29.4309
24.25,0.175282,0.129239,0.0309472,-0.0309472,29.4309
24.2667,0.174431,0.128478,0.0308607,-0.0308607,29.4309
24.2833,0.173588,0.127725,0.0307744,-0.0307744,29.4309
24.3,0.172753,0.126979,0.0306883,-0.0306883,29.4309
24.3167,0.171925,0.126241,0.0306025,-0.0306025,29.4309
24.3333,0.171105,0.125509,0.0305169,-0.0305169,29.4309
24.35,0.170293,0.124785,0.0304315,-0.0304315,29.4309
24.3667,0.169488,0.124069,0.0303464,-0.0303464,29.4309
24.3833,0.16869,0.123359,0.0302616,-0.0302616,29.4309
24.4,0.1679,0.122656,0.0301769,-0.0301769,29.4309
24.4167,0.167116,0.12196,0.0300925,-0.0300925,29.4309
24.4333,0.16634,0.121271,0.0300084,-0.0300084,29.4308
24.45,0.165571,0.120589,0.0299245,-0.0299245,29.4308
24.4667,0.164809,0.119913,0.0298408,-0.0298408,29.4308
24.4833,0.164054,0.119244,0.0297573,-0.0297573,29.4308
24.5,0.163305,0.118581,0.0296741,-0.0296741,29.4308
24.5167,0.162563,0.117925,0.0295911,-0.0295911,29.4308
24.5333,0.161828,0.117276,0.0295084,-0.0295084,29.4308
24.55,0.1611,0.116632,0.0294258,-0.0294258,29.4308
24.5667,0.160378,0.115995,0.0293436,-0.0293436,29.4308
24.5833,0.159662,0.115364,0.0292615,-0.0292615,29.4308
24.6,0.158953,0.114739,0.0291797,-0.0291797,29.4308
24.6167,0.15825,0.11412,0.0290981,-0.0290981,29.4308
24.6333,0.157553,0.113507,0.0290167,-0.0290167,29.4308
24.65,0.156863,0.1129,0.0289355,-0.0289355,29.4308
24.6667,0.156178,0.112299,0.0288546,-0.0288546,29.4308
24.6833,0.1555,0.111703,0.0287739,-0.0287739,29.4308
24.7,0.154827,0.111114,0.0286934,-0.0286934,29.4308
24.7167,0.154161,0.110529,0.0286132,-0.0286132,29.4308
24.7333,0.1535,0.109951,0.0285332,-0.0285332,29.4308
24.75,0.152845,0.109378,0.0284534,-0.0284534,29.4308
24.7667,0.152196,0.10881,0.0283738,-0.0283738,29.4308
24.7833,0.151552,0.108248,0.0282945,-0.0282945,29.4308
24.8,0.150914,0.107691,0.0282153,-0.0282153,29.4308
24.8167,0.150281,0.107139,0.0281364,-0.0281364,29.4308
24.8333,0.149654,0.106593,0.0280577,-0.0280577,29.4308
24.85,0.149032,0.106052,0.0279793,-0.0279793,29.4308
24.8667,0.148416,0.105516,0.027901,-0.027901,29.4308
24.8833,0.147804,0.104984,0.027823,-0.027823,29.4308
24.9,0.147198,0.104458,0.0277452,-0.0277452,29.4308
24.9167,0.146598,0.103937,0.0276676,-0.0276676,29.4308
24.9333,0.146002,0.103421,0.0275902,-0.0275902,29.4308
24.95,0.145411,0.102909,0.0275131,-0.0275131,29.4308
24.9667,0.144826,0.102402,0.0274361,-0.0274361,29.4308
24.9833,0.144245,0.1019,0.0273594,-0.0273594,29.4308
25,0.143669,0.101403,0.0272829,-0.0272829,29.4308
25.0167,0.143098,0.10091,0.0272066,-0.0272066,29.4308
25.0333,0.142532,0.100422,0.0271305,-0.0271305,29.4308
25.05,0.14197,0.0999378,0.0270546,-0.0270546,29.4308
25.0667,0.141413,0.0994585,0.026979,-0.026979,29.4308
25.0833,0.140861,0.0989836,0.0269035,-0.0269035,29.4308
25.1,0.140313,0.098513,0.0268283,-0.0268283,29.4308
25.1167,0.13977,0.0980467,0.0267532,-0.0267532,29.4308
25.1333,0.139232,0.0975847,0.0266784,-0.0266784,29.4308
25.15,0.138697,0.097127,0.0266038,-0.0266038,29.4308
25.1667,0.138168,0.0966733,0.0265294,-0.0265294,29.4308
25.1833,0.137642,0.0962238,0.0264552,-0.0264552,29.4307
25.2,0.137121,0.0957784,0.0263812,-0.0263812,29.4307
25.2167,0.136604,0.095337,0.0263075,-0.0263075,29.4307
25.2333,0.136091,0.0948996,0.0262339,-0.0262339,29.4307
25.25,0.135582,0.0944661,0.0261605,-0.0261605,29.4307
25.2667,0.135078,0.0940365,0.0260874,-0.0260874,29.4307
25.2833,0.134577,0.0936108,0.0260144,-0.0260144,29.4307
25.3,0.134081,0.0931889,0.0259417,-0.0259417,29.4307
25.3167,0.133588,0.0927707,0.0258691,-0.0258691,29.4307
25.3333,0.133099,0.0923563,0.0257968,-0.0257968,29.4307
25.35,0.132615,0.0919455,0.0257246,-0.0257246,29.4307
25.3667,0.132134,0.0915384,0.0256527,-0.0256527,29.4307
25.3833,0.131657,0.091135,0.0255809,-0.0255809,29.4307
25.4,0.131183,0.090735,0.0255094,-0.0255094,29.4307
25.4167,0.130714,0.0903386,0.0254381,-0.0254381,29.4307
25.4333,0.130248,0.0899457,0.0253669,-0.0253669,29.4307
25.45,0.129785,0.0895563,0.025296,-0.025296,29.4307
25.4667,0.129327,0.0891702,0.0252252,-0.0252252,29.4307
25.4833,0.128872,0.0887875,0.0251547,-0.0251547,29.4307
25.5,0.12842,0.0884082,0.0250843,-0.0250843,29.4307
25.5167,0.127972,0.0880322,0.0250142,-0.0250142,29.4307
25.5333,0.127527,0.0876594,0.0249442,-0.0249442,29.4307
25.55,0.127086,0.0872898,0.0248745,-0.0248745,29.4307
25.5667,0.126648,0.0869235,0.0248049,-0.0248049,29.4307
25.5833,0.126214,0.0865603,0.0247355,-0.0247355,29.4307
25.6,0.125782,0.0862002,0.0246664,-0.0246664,29.4307
25.6167,0.125354,0.0858432,0.0245974,-0.0245974,29.4307
25.6333,0.12493,0.0854893,0.0245286,-0.0245286,29.4307
25.65,0.124508,0.0851384,0.02446,-0.02446,29.4307
25.6667,0.12409,0.0847905,0.0243916,-0.0243916,29.4307
25.6833,0.123674,0.0844455,0.0243234,-0.0243234,29.4307
25.7,0.123262,0.0841035,0.0242554,-0.0242554,29.4307
25.7167,0.122853,0.0837643,0.0241875,-0.0241875,29.4307
25.7333,0.122447,0.083428,0.0241199,-0.0241199,29.4307
25.75,0.122044,0.0830946,0.0240524,-0.0240524,29.4307
25.7667,0.121644,0.0827639,0.0239852,-0.0239852,29.4307
25.7833,0.121247,0.082436,0.0239181,-0.0239181,29.4307
25.8,0.120853,0.0821109,0.0238512,-0.0238512,29.4307
25.8167,0.120461,0.0817884,0.0237845,-0.0237845,29.4307
25.8333,0.120073,0.0814686,0.023718,-0.023718,29.4307
25.85,0.119687,0.0811515,0.0236517,-0.0236517,29.4307
25.8667,0.119304,0.080837,0.0235855,-0.0235855,29.4307
25.8833,0.118924,0.0805251,0.0235196,-0.0235196,29.4307
25.9,0.118547,0.0802158,0.0234538,-0.0234538,29.4307
25.9167,0.118172,0.079909,0.0233882,-0.0233882,29.4307
25.9333,0.1178,0.0796047,0.0233228,-0.0233228,29.4307
25.95,0.11743,0.0793028,0.0232576,-0.0232576,29.4307
25.9667,0.117064,0.0790035,0.0231925,-0.0231925,29.4307
25.9833,0.1167,0.0787065,0.0231277,-0.0231277,29.4307
26,0.116338,0.078412,0.023063,-0.023063,29.4307
26.0167,0.115979,0.0781198,0.0229985,-0.0229985,29.4307
26.0333,0.115622,0.07783,0.0229342,-0.0229342,29.4306
26.05,0.115268,0.0775425,0.02287,-0.02287,29.4306
26.0667,0.114916,0.0772574,0.0228061,-0.0228061,29.4306
26.0833,0.114567,0.0769745,0.0227423,-0.0227423,29.4306
26.1,0.11422,0.0766938,0.0226787,-0.0226787,29.4306
26.1167,0.113876,0.0764154,0.0226153,-0.0226153,29.4306
26.1333,0.113534,0.0761391,0.022552,-0.022552,29.4306
26.15,0.113194,0.0758651,0.0224889,-0.0224889,29.4306
26.1667,0.112857,0.0755932,0.0224261,-0.0224261,29.4306
26.1833,0.112521,0.0753234,0.0223633,-0.0223633,29.4306
26.2,0.112189,0.0750558,0.0223008,-0.0223008,29.4306
26.2167,0.111858,0.0747902,0.0222384,-0.0222384,29.4306
26.2333,0.111529,0.0745267,0.0221762,-0.0221762,29.4306
26.25,0.111203,0.0742652,0.0221142,-0.0221142,29.4306
26.2667,0.110879,0.0740058,0.0220524,-0.0220524,29.4306
26.2833,0.110557,0.0737483,0.0219907,-0.0219907,29.4306
26.3,0.110237,0.0734929,0.0219292,-0.0219292,29.4306
26.3167,0.109919,0.0732394,0.0218679,-0.0218679,29.4306
26.3333,0.109604,0.0729878,0.0218067,-0.0218067,29.4306
26.35,0.10929,0.0727381,0.0217457,-0.0217457,29.4306
26.3667,0.108979,0.0724903,0.0216849,-0.0216849,29.4306
26.3833,0.108669,0.0722445,0.0216243,-0.0216243,29.4306
26.4,0.108362,0.0720004,0.0215638,-0.0215638,29.4306
26.4167,0.108056,0.0717582,0.0215035,-0.0215035,29.4306
26.4333,0.107752,0.0715178,0.0214434,-0.0214434,29.4306
26.45,0.107451,0.0712792,0.0213834,-0.0213834,29.4306
26.4667,0.107151,0.0710424,0.0213236,-0.0213236,29.4306
26.4833,0.106853,0.0708073,0.021264,-0.021264,29.4306
26.5,0.106557,0.070574,0.0212045,-0.0212045,29.4306
26.5167,0.106263,0.0703424,0.0211452,-0.0211452,29.4306
26.5333,0.105971,0.0701125,0.0210861,-0.0210861,29.4306
26.55,0.10568,0.0698843,0.0210271,-0.0210271,29.4306
26.5667,0.105391,0.0696578,0.0209683,-0.0209683,29.4306
26.5833,0.105105,0.0694329,0.0209096,-0.0209096,29.4306
26.6,0.104819,0.0692096,0.0208512,-0.0208512,29.4306
26.6167,0.104536,0.0689879,0.0207929,-0.0207929,29.4306
26.6333,0.104254,0.0687679,0.0207347,-0.0207347,29.4306
26.65,0.103974,0.0685494,0.0206767,-0.0206767,29.4306
26.6667,0.103696,0.0683325,0.0206189,-0.0206189,29.4306
26.6833,0.10342,0.0681171,0.0205612,-0.0205612,29.4306
26.7,0.103145,0.0679033,0.0205037,-0.0205037,29.4306
26.7167,0.102872,0.067691,0.0204464,-0.0204464,29.4306
26.7333,0.1026,0.0674802,0.0203892,-0.0203892,29.4306
26.75,0.10233,0.0672708,0.0203322,-0.0203322,29.4306
26.7667,0.102061,0.067063,0.0202753,-0.0202753,29.4306
26.7833,0.101795,0.0668566,0.0202186,-0.0202186,29.4306
26.8,0.101529,0.0666516,0.0201621,-0.0201621,29.4306
26.8167,0.101266,0.066448,0.0201057,-0.0201057,29.4306
26.8333,0.101003,0.0662459,0.0200495,-0.0200495,29.4306
26.85,0.100743,0.0660451,0.0199934,-0.0199934,29.4306
26.8667,0.100484,0.0658458,0.0199375,-0.0199375,29.4306
26.8833,0.100226,0.0656478,0.0198817,-0.0198817,29.4306
26.9,0.0999698,0.0654511,0.0198261,-0.0198261,29.4306
26.9167,0.0997151,0.0652558,0.0197707,-0.0197707,29.4306
26.9333,0.0994618,0.0650618,0.0197154,-0.0197154,29.4306
26.95,0.0992099,0.0648691,0.0196603,-0.0196603,29.4306
26.9667,0.0989595,0.0646777,0.0196053,-0.0196053,29.4306
26.9833,0.0987104,0.0644876,0.0195504,-0.0195504,29.4306
27,0.0984628,0.0642988,0.0194958,-0.0194958,29.4306
27.0167,0.0982165,0.0641112,0.0194412,-0.0194412,29.4305
27.0333,0.0979716,0.0639248,0.0193869,-0.0193869,29.4305
27.05,0.0977281,0.0637397,0.0193327,-0.0193327,29.4305
27.0667,0.0974858,0.0635558,0.0192786,-0.0192786,29.4305
27.0833,0.097245,0.0633731,0.0192247,-0.0192247,29.4305
27.1,0.0970054,0.0631916,0.0191709,-0.0191709,29.4305
27.1167,0.0967671,0.0630113,0.0191173,-0.0191173,29.4305
27.1333,0.0965301,0.0628321,0.0190638,-0.0190638,29.4305
27.15,0.0962944,0.0626541,0.0190105,-0.0190105,29.4305
27.1667,0.0960599,0.0624773,0.0189574,-0.0189574,29.4305
27.1833,0.0958267,0.0623016,0.0189043,-0.0189043,29.4305
27.2,0.0955947,0.062127,0.0188515,-0.0188515,29.4305
27.2167,0.095364,0.0619535,0.0187988,-0.0187988,29.4305
27.2333,0.0951344,0.0617811,0.0187462,-0.0187462,29.4305
27.25,0.0949061,0.0616098,0.0186938,-0.0186938,29.4305
27.2667,0.0946789,0.0614396,0.0186415,-0.0186415,29.4305
27.2833,0.094453,0.0612704,0.0185893,-0.0185893,29.4305
27.3,0.0942282,0.0611023,0.0185374,-0.0185374,29.4305
27.3167,0.0940045,0.0609352,0.0184855,-0.0184855,29.4305
27.3333,0.093782,0.0607692,0.0184338,-0.0184338,29.4305
27.35,0.0935607,0.0606042,0.0183823,-0.0183823,29.4305
27.3667,0.0933404,0.0604402,0.0183309,-0.0183309,29.4305
27.3833,0.0931213,0.0602772,0.0182796,-0.0182796,29.4305
27.4,0.0929033,0.0601152,0.0182285,-0.0182285,29.4305
27.4167,0.0926864,0.0599542,0.0181775,-0.0181775,29.4305
27.4333,0.0924705,0.0597942,0.0181267,-0.0181267,29.4305
27.45,0.0922558,0.0596351,0.018076,-0.018076,29.4305
27.4667,0.0920421,0.059477,0.0180254,-0.0180254,29.4305
27.4833,0.0918294,0.0593198,0.017975,-0.017975,29.4305
27.5,0.0916178,0.0591635,0.0179247,-0.0179247,29.4305
27.5167,0.0914072,0.0590082,0.0178746,-0.0178746,29.4305
27.5333,0.0911977,0.0588538,0.0178246,-0.0178246,29.4305
27.55,0.0909891,0.0587003,0.0177748,-0.0177748,29.4305
27.5667,0.0907816,0.0585477,0.0177251,-0.0177251,29.4305
27.5833,0.0905751,0.058396,0.0176755,-0.0176755,29.4305
27.6,0.0903695,0.0582451,0.0176261,-0.0176261,29.4305
27.6167,0.0901649,0.0580952,0.0175768,-0.0175768,29.4305
27.6333,0.0899613,0.0579461,0.0175276,-0.0175276,29.4305
27.65,0.0897587,0.0577978,0.0174786,-0.0174786,29.4305
27.6667,0.089557,0.0576504,0.0174297,-0.0174297,29.4305
27.6833,0.0893563,0.0575039,0.017381,-0.017381,29.4305
27.7,0.0891564,0.0573581,0.0173324,-0.0173324,29.4305
27.7167,0.0889575,0.0572132,0.0172839,-0.0172839,29.4305
27.7333,0.0887596,0.0570691,0.0172356,-0.0172356,29.4305
27.75,0.0885625,0.0569258,0.0171874,-0.0171874,29.4305
27.7667,0.0883663,0.0567833,0.0171393,-0.0171393,29.4305
27.7833,0.0881711,0.0566416,0.0170914,-0.0170914,29.4305
27.8,0.0879767,0.0565007,0.0170436,-0.0170436,29.4305
27.8167,0.0877832,0.0563606,0.0169959,-0.0169959,29.4305
27.8333,0.0875905,0.0562212,0.0169484,-0.0169484,29.4305
27.85,0.0873988,0.0560826,0.016901,-0.016901,29.4305
27.8667,0.0872078,0.0559447,0.0168537,-0.0168537,29.4305
27.8833,0.0870177,0.0558076,0.0168066,-0.0168066,29.4305
27.9,0.0868285,0.0556712,0.0167596,-0.0167596,29.4305
27.9167,0.0866401,0.0555355,0.0167127,-0.0167127,29.4305
27.9333,0.0864525,0.0554006,0.016666,-0.016666,29.4305
27.95,0.0862657,0.0552664,0.0166194,-0.0166194,29.4305
27.9667,0.0860798,0.0551329,0.0165729,-0.0165729,29.4305
27.9833,0.0858946,0.0550001,0.0165265,-0.0165265,29.4305
28,0.0857102,0.054868,0.0164803,-0.0164803,29.4305
28.0167,0.0855267,0.0547365,0.0164342,-0.0164342,29.4305
28.0333,0.0853439,0.0546058,0.0163883,-0.0163883,29.4305
28.05,0.0851618,0.0544757,0.0163424,-0.0163424,29.4305
28.0667,0.0849806,0.0543464,0.0162967,-0.0162967,29.4305
28.0833,0.0848001,0.0542176,0.0162512,-0.0162512,29.4305
28.1,0.0846203,0.0540896,0.0162057,-0.0162057,29.4305
28.1167,0.0844414,0.0539621,0.0161604,-0.0161604,29.4305
28.1333,0.0842631,0.0538354,0.0161152,-0.0161152,29.4305
28.15,0.0840856,0.0537092,0.0160701,-0.0160701,29.4305
28.1667,0.0839088,0.0535837,0.0160252,-0.0160252,29.4305
28.1833,0.0837327,0.0534589,0.0159804,-0.0159804,29.4305
28.2,0.0835574,0.0533346,0.0159357,-0.0159357,29.4305
28.2167,0.0833828,0.053211,0.0158911,-0.0158911,29.4304
28.2333,0.0832088,0.053088,0.0158467,-0.0158467,29.4304
28.25,0.0830356,0.0529655,0.0158024,-0.0158024,29.4304
28.2667,0.0828631,0.0528437,0.0157582,-0.0157582,29.4304
28.2833,0.0826912,0.0527225,0.0157141,-0.0157141,29.4304
28.3,0.08252,0.0526019,0.0156701,-0.0156701,29.4304
28.3167,0.0823495,0.0524818,0.0156263,-0.0156263,29.4304
28.3333,0.0821797,0.0523623,0.0155826,-0.0155826,29.4304
28.35,0.0820105,0.0522434,0.015539,-0.015539,29.4304
28.3667,0.081842,0.0521251,0.0154956,-0.0154956,29.4304
28.3833,0.0816742,0.0520073,0.0154523,-0.0154523,29.4304
28.4,0.081507,0.0518901,0.015409,-0.015409,29.4304
28.4167,0.0813404,0.0517734,0.0153659,-0.0153659,29.4304
28.4333,0.0811745,0.0516573,0.015323,-0.015323,29.4304
28.45,0.0810092,0.0515417,0.0152801,-0.0152801,29.4304
28.4667,0.0808446,0.0514266,0.0152374,-0.0152374,29.4304
28.4833,0.0806805,0.0513121,0.0151948,-0.0151948,29.4304
28.5,0.0805171,0.0511981,0.0151523,-0.0151523,29.4304
28.5167,0.0803543,0.0510846,0.0151099,-0.0151099,29.4304
28.5333,0.0801921,0.0509717,0.0150676,-0.0150676,29.4304
28.55,0.0800305,0.0508592,0.0150255,-0.0150255,29.4304
28.5667,0.0798695,0.0507473,0.0149835,-0.0149835,29.4304
28.5833,0.0797091,0.0506358,0.0149416,-0.0149416,29.4304
28.6,0.0795492,0.0505249,0.0148998,-0.0148998,29.4304
28.6167,0.07939,0.0504145,0.0148581,-0.0148581,29.4304
28.6333,0.0792313,0.0503045,0.0148166,-0.0148166,29.4304
28.65,0.0790732,0.0501951,0.0147751,-0.0147751,29.4304
28.6667,0.0789157,0.0500861,0.0147338,-0.0147338,29.4304
28.6833,0.0787588,0.0499776,0.0146926,-0.0146926,29.4304
28.7,0.0786024,0.0498695,0.0146515,-0.0146515,29.4304
28.7167,0.0784465,0.049762,0.0146106,-0.0146106,29.4304
28.7333,0.0782912,0.0496549,0.0145697,-0.0145697,29.4304
28.75,0.0781365,0.0495482,0.014529,-0.014529,29.4304
28.7667,0.0779823,0.049442,0.0144883,-0.0144883,29.4304
28.7833,0.0778286,0.0493363,0.0144478,-0.0144478,29.4304
28.8,0.0776755,0.049231,0.0144074,-0.0144074,29.4304
28.8167,0.0775229,0.0491262,0.0143671,-0.0143671,29.4304
28.8333,0.0773709,0.0490218,0.0143269,-0.0143269,29.4304
28.85,0.0772193,0.0489178,0.0142869,-0.0142869,29.4304
28.8667,0.0770683,0.0488143,0.0142469,-0.0142469,29.4304
28.8833,0.0769178,0.0487112,0.0142071,-0.0142071,29.4304
28.9,0.0767678,0.0486085,0.0141673,-0.0141673,29.4304
28.9167,0.0766183,0.0485063,0.0141277,-0.0141277,29.4304
28.9333,0.0764693,0.0484044,0.0140882,-0.0140882,29.4304
28.95,0.0763208,0.048303,0.0140488,-0.0140488,29.4304
28.9667,0.0761728,0.048202,0.0140095,-0.0140095,29.4304
28.9833,0.0760253,0.0481014,0.0139703,-0.0139703,29.4304
29,0.0758783,0.0480012,0.0139313,-0.0139313,29.4304
29.0167,0.0757318,0.0479014,0.0138923,-0.0138923,29.4304
29.0333,0.0755857,0.047802,0.0138535,-0.0138535,29.4304
29.05,0.0754401,0.047703,0.0138147,-0.0138147,29.4304
29.0667,0.075295,0.0476044,0.0137761,-0.0137761,29.4304
29.0833,0.0751504,0.0475062,0.0137376,-0.0137376,29.4304
29.1,0.0750062,0.0474084,0.0136991,-0.0136991,29.4304
29.1167,0.0748626,0.0473109,0.0136608,-0.0136608,29.4304
29.1333,0.0747193,0.0472138,0.0136226,-0.0136226,29.4304
29.15,0.0745765,0.0471171,0.0135845,-0.0135845,29.4304
29.1667,0.0744342,0.0470208,0.0135465,-0.0135465,29.4304
29.1833,0.0742923,0.0469248,0.0135086,-0.0135086,29.4304
29.2,0.0741509,0.0468292,0.0134709,-0.0134709,29.4304
29.2167,0.0740099,0.046734,0.0134332,-0.0134332,29.4304
29.2333,0.0738694,0.0466391,0.0133956,-0.0133956,29.4304
29.25,0.0737293,0.0465446,0.0133582,-0.0133582,29.4304
29.2667,0.0735896,0.0464505,0.0133208,-0.0133208,29.4304
29.2833,0.0734504,0.0463566,0.0132836,-0.0132836,29.4304
29.3,0.0733116,0.0462632,0.0132464,-0.0132464,29.4304
29.3167,0.0731732,0.0461701,0.0132094,-0.0132094,29.4304
29.3333,0.0730352,0.0460773,0.0131724,-0.0131724,29.4304
29.35,0.0728977,0.0459849,0.0131356,-0.0131356,29.4304
29.3667,0.0727606,0.0458928,0.0130988,-0.0130988,29.4304
29.3833,0.0726239,0.045801,0.0130622,-0.0130622,29.4304
29.4,0.0724876,0.0457096,0.0130257,-0.0130257,29.4304
29.4167,0.0723517,0.0456185,0.0129893,-0.0129893,29.4304
29.4333,0.0722162,0.0455277,0.0129529,-0.0129529,29.4304
29.45,0.0720811,0.0454373,0.0129167,-0.0129167,29.4304
29.4667,0.0719464,0.0453472,0.0128806,-0.0128806,29.4304
29.4833,0.0718121,0.0452574,0.0128446,-0.0128446,29.4304
29.5,0.0716783,0.0451679,0.0128086,-0.0128086,29.4304
29.5167,0.0715448,0.0450787,0.0127728,-0.0127728,29.4304
29.5333,0.0714117,0.0449898,0.0127371,-0.0127371,29.4304
29.55,0.0712789,0.0449013,0.0127015,-0.0127015,29.4304
29.5667,0.0711466,0.044813,0.012666,-0.012666,29.4304
29.5833,0.0710146,0.0447251,0.0126305,-0.0126305,29.4304
29.6,0.0708831,0.0446375,0.0125952,-0.0125952,29.4304
29.6167,0.0707519,0.0445501,0.01256,-0.01256,29.4304
29.6333,0.0706211,0.0444631,0.0125249,-0.0125249,29.4304
29.65,0.0704906,0.0443763,0.0124898,-0.0124898,29.4304
29.6667,0.0703605,0.0442899,0.0124549,-0.0124549,29.4304
29.6833,0.0702308,0.0442037,0.0124201,-0.0124201,29.4304
29.7,0.0701015,0.0441179,0.0123853,-0.0123853,29.4304
29.7167,0.0699725,0.0440323,0.0123507,-0.0123507,29.4303
29.7333,0.0698439,0.043947,0.0123162,-0.0123162,29.4303
29.75,0.0697156,0.043862,0.0122817,-0.0122817,29.4303
29.7667,0.0695877,0.0437772,0.0122474,-0.0122474,29.4303
29.7833,0.0694601,0.0436928,0.0122131,-0.0122131,29.4303
29.8,0.0693329,0.0436086,0.012179,-0.012179,29.4303
29.8167,0.0692061,0.0435247,0.0121449,-0.0121449,29.4303
29.8333,0.0690796,0.0434411,0.0121109,-0.0121109,29.4303
29.85,0.0689534,0.0433577,0.0120771,-0.0120771,29.4303
29.8667,0.0688276,0.0432746,0.0120433,-0.0120433,29.4303
29.8833,0.0687021,0.0431918,0.0120096,-0.0120096,29.4303
29.9,0.0685769,0.0431092,0.011976,-0.011976,29.4303
29.9167,0.0684521,0.0430269,0.0119425,-0.0119425,29.4303
29.9333,0.0683277,0.0429449,0.0119091,-0.0119091,29.4303
29.95,0.0682035,0.0428631,0.0118758,-0.0118758,29.4303
29.9667,0.0680797,0.0427816,0.0118426,-0.0118426,29.4303
29.9833,0.0679562,0.0427003,0.0118095,-0.0118095,29.4303
30,0.0678331,0.0426193,0.0117765,-0.0117765,29.4303
