Time, X, Y, Z, errorZ, 
9.01667,18.0101,0,9.99439,0.00561284,29.4298
9.03333,18.0318,0,9.9944,0.00559714,29.4298
9.05,18.0533,0,9.99442,0.00558149,29.4298
9.06667,18.0745,0,9.99443,0.00556588,29.4298
9.08333,18.0956,0,9.99445,0.00555031,29.4298
9.1,18.1163,0,9.99447,0.00553479,29.4298
9.11667,18.1369,0,9.99448,0.00551931,29.4298
9.13333,18.1572,0,9.9945,0.00550388,29.4298
9.15,18.1772,0,9.99451,0.00548848,29.4298
9.16667,18.1971,0,9.99453,0.00547313,29.4298
9.18333,18.2167,0,9.99454,0.00545783,29.4298
9.2,18.2361,0,9.99456,0.00544256,29.4298
9.21667,18.2553,0,9.99457,0.00542734,29.4298
9.23333,18.2743,0,9.99459,0.00541217,29.4298
9.25,18.293,0,9.9946,0.00539703,29.4298
9.26667,18.3115,0,9.99462,0.00538194,29.4298
9.28333,18.3299,0,9.99463,0.00536689,29.4298
9.3,18.348,0,9.99465,0.00535188,29.4298
9.31667,18.3659,0,9.99466,0.00533691,29.4298
9.33333,18.3836,0,9.99468,0.00532198,29.4298
9.35,18.4011,0,9.99469,0.0053071,29.4298
9.36667,18.4185,0,9.99471,0.00529226,29.4299
9.38333,18.4356,0,9.99472,0.00527746,29.4299
9.4,18.4525,0,9.99474,0.0052627,29.4299
9.41667,18.4692,0,9.99475,0.00524798,29.4299
9.43333,18.4858,0,9.99477,0.00523331,29.4299
9.45,18.5021,0,9.99478,0.00521867,29.4299
9.46667,18.5183,0,9.9948,0.00520408,29.4299
9.48333,18.5343,0,9.99481,0.00518952,29.4299
9.5,18.5501,0,9.99482,0.00517501,29.4299
9.51667,18.5657,0,9.99484,0.00516054,29.4299
9.53333,18.5812,0,9.99485,0.0051461,29.4299
9.55,18.5965,0,9.99487,0.00513171,29.4299
9.56667,18.6116,0,9.99488,0.00511736,29.4299
9.58333,18.6265,0,9.9949,0.00510305,29.4299
9.6,18.6413,0,9.99491,0.00508878,29.4299
9.61667,18.6559,0,9.99493,0.00507455,29.4299
9.63333,18.6703,0,9.99494,0.00506036,29.4299
9.65,18.6846,0,9.99495,0.00504621,29.4299
9.66667,18.6987,0,9.99497,0.00503209,29.4299
9.68333,18.7126,0,9.99498,0.00501802,29.4299
9.7,18.7264,0,9.995,0.00500399,29.4299
9.71667,18.74,0,9.99501,0.00498999,29.4299
9.73333,18.7535,0,9.99502,0.00497604,29.4299
9.75,18.7668,0,9.99504,0.00496212,29.4299
9.76667,18.78,0,9.99505,0.00494824,29.4299
9.78333,18.793,0,9.99507,0.00493441,29.4299
9.8,18.8059,0,9.99508,0.00492061,29.4299
9.81667,18.8187,0,9.99509,0.00490685,29.4299
9.83333,18.8312,0,9.99511,0.00489312,29.4299
9.85,18.8437,0,9.99512,0.00487944,29.4299
9.86667,18.856,0,9.99513,0.00486579,29.4299
9.88333,18.8682,0,9.99515,0.00485219,29.4299
9.9,18.8802,0,9.99516,0.00483862,29.4299
9.91667,18.8921,0,9.99517,0.00482508,29.4299
9.93333,18.9038,0,9.99519,0.00481159,29.4299
9.95,18.9155,0,9.9952,0.00479813,29.4299
9.96667,18.9269,0,9.99522,0.00478472,29.4299
9.98333,18.9383,0,9.99523,0.00477134,29.4299
10,18.9496,0.00110136,10.0035,9.9965,88.9037
10.0167,18.9609,0.00502431,10.0282,9.97181,88.1373
10.0333,18.972,0.0124375,10.0692,9.93083,88.0604
10.05,18.9832,0.0234994,10.1264,9.87358,87.8849
10.0667,18.9942,0.038444,10.1999,9.80013,87.6685
10.0833,19.0052,0.0575487,10.2895,9.71053,87.3858
10.1,19.016,0.0811536,10.3951,9.6049,87.0065
10.1167,19.0268,0.109683,10.5167,9.48334,86.4789
10.1333,19.0374,0.143681,10.654,9.34604,85.7115
10.15,19.0479,0.183331,10.8055,9.19448,75.8135
10.1667,19.0583,0.228386,10.9693,9.03067,71.2628
10.1833,19.0685,0.278598,11.1438,8.85624,64.0846
10.2,19.0786,0.33373,11.3272,8.67282,59.4626
10.2167,19.0886,0.393551,11.5182,8.48183,53.9348
10.2333,19.0985,0.457841,11.7154,8.28461,49.725
10.25,19.1082,0.526385,11.9176,8.08237,45.323
10.2667,19.1178,0.598979,12.1238,7.87623,41.6755
10.2833,19.1273,0.675423,12.3328,7.66717,38.1171
10.3,19.1367,0.755525,12.5439,7.45613,35.0447
10.3167,19.146,0.839102,12.7561,7.24393,32.1593
10.3333,19.1552,0.925974,12.9687,7.03132,29.6214
10.35,19.1642,1.01597,13.181,6.81898,27.2919
10.3667,19.1732,1.10892,13.3925,6.60753,25.2306
10.3833,19.182,1.20468,13.6025,6.3975,23.3685
10.4,19.1907,1.30308,13.8106,6.18938,21.7231
10.4167,19.1993,1.40397,14.0164,5.9836,20.2568
10.4333,19.2079,1.50722,14.2194,5.78056,18.9699
10.45,19.2163,1.61268,14.4194,5.58057,17.8392
10.4667,19.2246,1.72023,14.6161,5.38394,16.8585
10.4833,19.2328,1.82974,14.8091,5.19092,16.0118
10.5,19.2409,1.94108,14.9983,5.00173,15.2909
10.5167,19.2489,2.05413,15.1834,4.81655,14.6837
10.5333,19.2568,2.16879,15.3645,4.63554,14.1817
10.55,19.2647,2.28493,15.5412,4.45881,13.7753
10.5667,19.2724,2.40246,15.7135,4.28649,13.4565
10.5833,19.28,2.52128,15.8814,4.11863,13.2173
10.6,19.2876,2.64129,16.0447,3.95529,13.0506
10.6167,19.295,2.76238,16.2035,3.79653,12.9497
10.6333,19.3024,2.88448,16.3577,3.64234,12.9082
10.65,19.3097,3.0075,16.5073,3.49274,12.9203
10.6667,19.3169,3.13135,16.6523,3.34772,12.9807
10.6833,19.324,3.25595,16.7927,3.20726,13.0844
10.7,19.331,3.38122,16.9287,3.07132,13.2267
10.7167,19.3379,3.5071,17.0602,2.93985,13.4033
10.7333,19.3448,3.63351,17.1872,2.8128,13.6104
10.75,19.3516,3.76037,17.3099,2.69012,13.8441
10.7667,19.3583,3.88764,17.4283,2.57173,14.1013
10.7833,19.3649,4.01524,17.5424,2.45756,14.3786
10.8,19.3714,4.14311,17.6525,2.34753,14.6734
10.8167,19.3779,4.2712,17.7584,2.24156,14.983
10.8333,19.3843,4.39945,17.8604,2.13956,15.3049
10.85,19.3906,4.5278,17.9586,2.04143,15.6371
10.8667,19.3968,4.65621,18.0529,1.94709,15.9774
10.8833,19.403,4.78463,18.1436,1.85643,16.324
10.9,19.4091,4.91301,18.2306,1.76937,16.6753
10.9167,19.4151,5.0413,18.3142,1.6858,17.0297
10.9333,19.4211,5.16947,18.3944,1.60562,17.3859
10.95,19.427,5.29747,18.4713,1.52875,17.7427
10.9667,19.4328,5.42526,18.5449,1.45507,18.0988
10.9833,19.4385,5.55281,18.6155,1.38448,18.4533
11,19.4442,5.68008,18.6831,1.3169,18.8053
11.0167,19.4498,5.80703,18.7478,1.25222,19.154
11.0333,19.4554,5.93364,18.8097,1.19035,19.4987
11.05,19.4608,6.05987,18.8688,1.13119,19.8387
11.0667,19.4663,6.18569,18.9254,1.07464,20.1735
11.0833,19.4716,6.31108,18.9794,1.02062,20.5027
11.1,19.4769,6.43601,19.031,0.96904,20.8257
11.1167,19.4821,6.56045,19.0802,0.919802,21.1422
11.1333,19.4873,6.68438,19.1272,0.872824,21.452
11.15,19.4924,6.80778,19.172,0.82802,21.7547
11.1667,19.4975,6.93062,19.2147,0.785307,22.0502
11.1833,19.5025,7.05288,19.2554,0.744604,22.3383
11.2,19.5074,7.17454,19.2942,0.705832,22.6189
11.2167,19.5123,7.29559,19.3311,0.668914,22.8919
11.2333,19.5171,7.41601,19.3662,0.633775,23.1572
11.25,19.5219,7.53578,19.3997,0.600342,23.4148
11.2667,19.5266,7.65489,19.4315,0.568546,23.6648
11.2833,19.5313,7.77331,19.4617,0.538318,23.907
11.3,19.5359,7.89105,19.4904,0.509592,24.1416
11.3167,19.5404,8.00808,19.5177,0.482302,24.3686
11.3333,19.5449,8.12438,19.5436,0.456389,24.5881
11.35,19.5494,8.23996,19.5682,0.43179,24.8003
11.3667,19.5538,8.3548,19.5916,0.40845,25.0051
11.3833,19.5581,8.46889,19.6137,0.386311,25.2027
11.4,19.5624,8.58222,19.6347,0.36532,25.3932
11.4167,19.5667,8.69479,19.6546,0.345424,25.5768
11.4333,19.5709,8.80657,19.6734,0.326575,25.7536
11.45,19.575,8.91758,19.6913,0.308723,25.9238
11.4667,19.5791,9.02779,19.7082,0.291822,26.0875
11.4833,19.5832,9.13721,19.7242,0.275828,26.2449
11.5,19.5872,9.24582,19.7393,0.260697,26.3961
11.5167,19.5912,9.35363,19.7536,0.24639,26.5413
11.5333,19.5951,9.46063,19.7671,0.232865,26.6806
11.55,19.599,9.56681,19.7799,0.220085,26.8143
11.5667,19.6028,9.67218,19.792,0.208014,26.9424
11.5833,19.6066,9.77672,19.8034,0.196618,27.0652
11.6,19.6104,9.88044,19.8141,0.185861,27.1829
11.6167,19.6141,9.98333,19.8243,0.175713,27.2955
11.6333,19.6177,10.0854,19.8339,0.166144,27.4033
11.65,19.6213,10.1866,19.8429,0.157122,27.5063
11.6667,19.6249,10.287,19.8514,0.148622,27.6049
11.6833,19.6285,10.3866,19.8594,0.140615,27.6991
11.7,19.632,10.4853,19.8669,0.133077,27.789
11.7167,19.6354,10.5832,19.874,0.125983,27.8749
11.7333,19.6389,10.6803,19.8807,0.119309,27.9569
11.75,19.6422,10.7765,19.887,0.113033,28.0351
11.7667,19.6456,10.8719,19.8929,0.107135,28.1097
11.7833,19.6489,10.9665,19.8984,0.101594,28.1807
11.8,19.6522,11.0603,19.9036,0.0963898,28.2485
11.8167,19.6554,11.1532,19.9085,0.0915052,28.313
11.8333,19.6586,11.2453,19.9131,0.0869223,28.3744
11.85,19.6617,11.3365,19.9174,0.0826246,28.4328
11.8667,19.6649,11.427,19.9214,0.0785962,28.4884
11.8833,19.668,11.5166,19.9252,0.074822,28.5412
11.9,19.671,11.6054,19.9287,0.0712877,28.5915
11.9167,19.674,11.6934,19.932,0.0679796,28.6392
11.9333,19.677,11.7806,19.9351,0.064885,28.6845
11.95,19.68,11.867,19.938,0.0619915,28.7276
11.9667,19.6829,11.9525,19.9407,0.0592874,28.7684
11.9833,19.6858,12.0373,19.9432,0.0567617,28.8072
12,19.6887,12.1213,19.9456,0.0544039,28.8439
12.0167,19.6915,12.2045,19.9478,0.0522041,28.8787
12.0333,19.6943,12.2868,19.9498,0.0501528,28.9117
12.05,19.697,12.3684,19.9518,0.0482412,28.943
12.0667,19.6998,12.4493,19.9535,0.0464607,28.9726
12.0833,19.7025,12.5293,19.9552,0.0448034,29.0006
12.1,19.7051,12.6086,19.9567,0.0432617,29.0271
12.1167,19.7078,12.6871,19.9582,0.0418285,29.0521
12.1333,19.7104,12.7648,19.9595,0.0404969,29.0758
12.15,19.713,12.8418,19.9607,0.0392607,29.0982
12.1667,19.7155,12.918,19.9619,0.0381136,29.1193
12.1833,19.718,12.9935,19.9629,0.0370501,29.1393
12.2,19.7205,13.0682,19.9639,0.0360648,29.1581
12.2167,19.723,13.1421,19.9648,0.0351525,29.1758
12.2333,19.7255,13.2154,19.9657,0.0343084,29.1926
12.25,19.7279,13.2879,19.9665,0.0335282,29.2084
12.2667,19.7303,13.3597,19.9672,0.0328074,29.2233
12.2833,19.7326,13.4307,19.9679,0.0321421,29.2373
12.3,19.735,13.5011,19.9685,0.0315285,29.2504
12.3167,19.7373,13.5707,19.969,0.0309631,29.2628
12.3333,19.7395,13.6396,19.9696,0.0304425,29.2745
12.35,19.7418,13.7079,19.97,0.0299636,29.2855
12.3667,19.744,13.7754,19.9705,0.0295234,29.2957
12.3833,19.7463,13.8422,19.9709,0.0291191,29.3054
12.4,19.7484,13.9084,19.9713,0.0287482,29.3145
12.4167,19.7506,13.9739,19.9716,0.0284082,29.323
12.4333,19.7527,14.0387,19.9719,0.0280968,29.331
12.45,19.7549,14.1028,19.9722,0.0278119,29.3385
12.4667,19.7569,14.1663,19.9724,0.0275514,29.3455
12.4833,19.759,14.2291,19.9727,0.0273135,29.352
12.5,19.7611,14.2913,19.9729,0.0270964,29.3582
12.5167,19.7631,14.3528,19.9731,0.0268985,29.3639
12.5333,19.7651,14.4136,19.9733,0.0267182,29.3692
12.55,19.7671,14.4739,19.9734,0.0265541,29.3742
12.5667,19.769,14.5335,19.9736,0.0264048,29.3789
12.5833,19.7709,14.5925,19.9737,0.0262691,29.3833
12.6,19.7729,14.6508,19.9739,0.0261458,29.3873
12.6167,19.7748,14.7086,19.974,0.0260339,29.3911
12.6333,19.7766,14.7657,19.9741,0.0259323,29.3946
12.65,19.7785,14.8222,19.9742,0.02584,29.3979
12.6667,19.7803,14.8782,19.9742,0.0257563,29.4009
12.6833,19.7821,14.9335,19.9743,0.0256802,29.4037
12.7,19.7839,14.9883,19.9744,0.0256111,29.4063
12.7167,19.7857,15.0424,19.9745,0.0255482,29.4088
12.7333,19.7874,15.096,19.9745,0.0254909,29.411
12.75,19.7892,15.149,19.9746,0.0254386,29.4131
12.7667,19.7909,15.2015,19.9746,0.0253908,29.415
12.7833,19.7926,15.2534,19.9747,0.0253469,29.4167
12.8,19.7943,15.3047,19.9747,0.0253064,29.4184
12.8167,19.7959,15.3555,19.9747,0.0252689,29.4199
12.8333,19.7976,15.4057,19.9748,0.0252341,29.4212
12.85,19.7992,15.4554,19.9748,0.0252015,29.4225
12.8667,19.8008,15.5046,19.9748,0.0251709,29.4237
12.8833,19.8024,15.5532,19.9749,0.0251419,29.4247
12.9,19.804,15.6013,19.9749,0.0251142,29.4257
12.9167,19.8055,15.6489,19.9749,0.0250875,29.4266
12.9333,19.8071,15.696,19.9749,0.0250618,29.4274
12.95,19.8086,15.7426,19.975,0.0250366,29.4281
12.9667,19.8101,15.7886,19.975,0.0250119,29.4287
12.9833,19.8116,15.8342,19.975,0.0249875,29.4293
13,19.813,15.8792,19.975,0.0249631,29.4299
13.0167,19.8145,15.9238,19.9751,0.0249388,29.4304
13.0333,19.8159,15.9679,19.9751,0.0249142,29.4308
13.05,19.8174,16.0115,19.9751,0.0248895,29.4312
13.0667,19.8188,16.0546,19.9751,0.0248643,29.4315
13.0833,19.8202,16.0973,19.9752,0.0248387,29.4318
13.1,19.8216,16.1395,19.9752,0.0248125,29.4321
13.1167,19.8229,16.1812,19.9752,0.0247857,29.4323
13.1333,19.8243,16.2225,19.9752,0.0247583,29.4325
13.15,19.8256,16.2633,19.9753,0.0247302,29.4326
13.1667,19.8269,16.3037,19.9753,0.0247013,29.4328
13.1833,19.8282,16.3436,19.9753,0.0246716,29.4329
13.2,19.8295,16.3831,19.9754,0.0246411,29.433
13.2167,19.8308,16.4221,19.9754,0.0246097,29.4331
13.2333,19.8321,16.4608,19.9754,0.0245775,29.4331
13.25,19.8333,16.499,19.9755,0.0245445,29.4332
13.2667,19.8346,16.5367,19.9755,0.0245105,29.4332
13.2833,19.8358,16.5741,19.9755,0.0244757,29.4332
13.3,19.837,16.6111,19.9756,0.0244399,29.4332
13.3167,19.8382,16.6476,19.9756,0.0244033,29.4332
13.3333,19.8394,16.6837,19.9756,0.0243658,29.4331
13.35,19.8406,16.7195,19.9757,0.0243275,29.4331
13.3667,19.8418,16.7548,19.9757,0.0242883,29.4331
13.3833,19.8429,16.7898,19.9758,0.0242482,29.433
13.4,19.844,16.8243,19.9758,0.0242073,29.433
13.4167,19.8452,16.8585,19.9758,0.0241656,29.4329
13.4333,19.8463,16.8923,19.9759,0.0241231,29.4328
13.45,19.8474,16.9258,19.9759,0.0240798,29.4328
13.4667,19.8485,16.9588,19.976,0.0240357,29.4327
13.4833,19.8496,16.9915,19.976,0.0239909,29.4326
13.5,19.8506,17.0238,19.9761,0.0239454,29.4326
13.5167,19.8517,17.0558,19.9761,0.0238992,29.4325
13.5333,19.8527,17.0874,19.9761,0.0238523,29.4324
13.55,19.8538,17.1187,19.9762,0.0238048,29.4323
13.5667,19.8548,17.1496,19.9762,0.0237566,29.4322
13.5833,19.8558,17.1802,19.9763,0.0237078,29.4321
13.6,19.8568,17.2104,19.9763,0.0236585,29.4321
13.6167,19.8578,17.2403,19.9764,0.0236086,29.432
13.6333,19.8588,17.2699,19.9764,0.0235581,29.4319
13.65,19.8598,17.2991,19.9765,0.0235071,29.4318
13.6667,19.8607,17.328,19.9765,0.0234556,29.4317
13.6833,19.8617,17.3566,19.9766,0.0234037,29.4317
13.7,19.8626,17.3848,19.9766,0.0233513,29.4316
13.7167,19.8636,17.4128,19.9767,0.0232985,29.4315
13.7333,19.8645,17.4404,19.9768,0.0232453,29.4314
13.75,19.8654,17.4677,19.9768,0.0231916,29.4314
13.7667,19.8663,17.4948,19.9769,0.0231377,29.4313
13.7833,19.8672,17.5215,19.9769,0.0230833,29.4312
13.8,19.8681,17.5479,19.977,0.0230287,29.4311
13.8167,19.869,17.574,19.977,0.0229737,29.4311
13.8333,19.8698,17.5999,19.9771,0.0229185,29.431
13.85,19.8707,17.6254,19.9771,0.0228629,29.4309
13.8667,19.8715,17.6507,19.9772,0.0228072,29.4309
13.8833,19.8724,17.6756,19.9772,0.0227512,29.4308
13.9,19.8732,17.7003,19.9773,0.0226949,29.4308
13.9167,19.874,17.7247,19.9774,0.0226385,29.4307
13.9333,19.8748,17.7489,19.9774,0.0225819,29.4307
13.95,19.8756,17.7728,19.9775,0.0225251,29.4306
13.9667,19.8764,17.7964,19.9775,0.0224681,29.4305
13.9833,19.8772,17.8197,19.9776,0.022411,29.4305
14,19.878,17.8428,19.9776,0.0223538,29.4304
14.0167,19.8788,17.8656,19.9777,0.0222964,29.4304
14.0333,19.8796,17.8882,19.9778,0.022239,29.4304
14.05,19.8803,17.9105,19.9778,0.0221814,29.4303
14.0667,19.8811,17.9326,19.9779,0.0221238,29.4303
14.0833,19.8818,17.9544,19.9779,0.0220661,29.4302
14.1,19.8826,17.9759,19.978,0.0220084,29.4302
14.1167,19.8833,17.9973,19.978,0.0219505,29.4302
14.1333,19.884,18.0184,19.9781,0.0218927,29.4301
14.15,19.8847,18.0392,19.9782,0.0218348,29.4301
14.1667,19.8854,18.0598,19.9782,0.0217769,29.4301
14.1833,19.8861,18.0802,19.9783,0.021719,29.43
14.2,19.8868,18.1004,19.9783,0.0216611,29.43
14.2167,19.8875,18.1203,19.9784,0.0216032,29.43
14.2333,19.8882,18.14,19.9785,0.0215453,29.4299
14.25,19.8889,18.1595,19.9785,0.0214874,29.4299
14.2667,19.8895,18.1788,19.9786,0.0214296,29.4299
14.2833,19.8902,18.1978,19.9786,0.0213718,29.4299
14.3,19.8908,18.2166,19.9787,0.021314,29.4298
14.3167,19.8915,18.2353,19.9787,0.0212563,29.4298
14.3333,19.8921,18.2537,19.9788,0.0211986,29.4298
14.35,19.8927,18.2719,19.9789,0.021141,29.4298
14.3667,19.8934,18.2899,19.9789,0.0210834,29.4298
14.3833,19.894,18.3077,19.979,0.0210259,29.4297
14.4,19.8946,18.3253,19.979,0.0209685,29.4297
14.4167,19.8952,18.3427,19.9791,0.0209112,29.4297
14.4333,19.8958,18.3599,19.9791,0.0208539,29.4297
14.45,19.8964,18.3769,19.9792,0.0207967,29.4297
14.4667,19.897,18.3937,19.9793,0.0207396,29.4297
14.4833,19.8976,18.4104,19.9793,0.0206826,29.4297
14.5,19.8982,18.4268,19.9794,0.0206258,29.4296
14.5167,19.8987,18.4431,19.9794,0.020569,29.4296
14.5333,19.8993,18.4592,19.9795,0.0205123,29.4296
14.55,19.8999,18.475,19.9795,0.0204557,29.4296
14.5667,19.9004,18.4908,19.9796,0.0203992,29.4296
14.5833,19.901,18.5063,19.9797,0.0203428,29.4296
14.6,19.9015,18.5217,19.9797,0.0202865,29.4296
14.6167,19.9021,18.5369,19.9798,0.0202304,29.4296
14.6333,19.9026,18.5519,19.9798,0.0201744,29.4296
14.65,19.9031,18.5668,19.9799,0.0201185,29.4296
14.6667,19.9037,18.5814,19.9799,0.0200627,29.4296
14.6833,19.9042,18.596,19.98,0.020007,29.4296
14.7,19.9047,18.6103,19.98,0.0199515,29.4295
14.7167,19.9052,18.6245,19.9801,0.0198961,29.4295
14.7333,19.9057,18.6386,19.9802,0.0198408,29.4295
14.75,19.9062,18.6524,19.9802,0.0197856,29.4295
14.7667,19.9067,18.6662,19.9803,0.0197306,29.4295
14.7833,19.9072,18.6797,19.9803,0.0196757,29.4295
14.8,19.9077,18.6932,19.9804,0.0196209,29.4295
14.8167,19.9082,18.7064,19.9804,0.0195663,29.4295
14.8333,19.9086,18.7195,19.9805,0.0195118,29.4295
14.85,19.9091,18.7325,19.9805,0.0194574,29.4295
14.8667,19.9096,18.7453,19.9806,0.0194032,29.4295
14.8833,19.91,18.758,19.9807,0.0193491,29.4295
14.9,19.9105,18.7706,19.9807,0.0192952,29.4295
14.9167,19.9109,18.783,19.9808,0.0192414,29.4295
14.9333,19.9114,18.7952,19.9808,0.0191877,29.4295
14.95,19.9118,18.8073,19.9809,0.0191341,29.4295
14.9667,19.9123,18.8193,19.9809,0.0190807,29.4295
14.9833,19.9127,18.8312,19.981,0.0190275,29.4295
15,19.9126,18.8424,19.9727,-19.9727,-30.304
15.0167,19.9112,18.8523,19.9479,-19.9479,-30.0491
15.0333,19.9082,18.8606,19.9066,-19.9066,-30.0324
15.05,19.9036,18.8673,19.8488,-19.8488,-30.0042
15.0667,19.8974,18.8724,19.7744,-19.7744,-29.9727
15.0833,19.8896,18.8757,19.6836,-19.6836,-29.9368
15.1,19.88,18.8773,19.5763,-19.5763,-29.8959
15.1167,19.8687,18.8771,19.4525,-19.4525,-29.8488
15.1333,19.8555,18.875,19.3122,-19.3122,-29.7944
15.15,19.8404,18.871,19.1555,-19.1555,-29.7308
15.1667,19.8234,18.8649,18.9824,-18.9824,-29.6559
15.1833,19.8042,18.8568,18.7929,-18.7929,-29.5666
15.2,19.7829,18.8463,18.587,-18.587,-29.4591
15.2167,19.7593,18.8336,18.3648,-18.3648,-29.3276
15.2333,19.7333,18.8183,18.1263,-18.1263,-29.1641
15.25,19.7047,18.8004,17.8715,-17.8715,-28.957
15.2667,19.6733,18.7796,17.6005,-17.6005,-28.6884
15.2833,19.6388,18.7557,17.3135,-17.3135,-28.3303
15.3,19.6011,18.7285,17.0104,-17.0104,-27.8366
15.3167,19.5597,18.6974,16.6916,-16.6916,-27.1274
15.3333,19.5142,18.6621,16.3572,-16.3572,-26.0553
15.35,19.4639,18.6219,16.0078,-16.0078,-23.512
15.3667,19.4087,18.5766,15.6455,-15.6455,-9.9873
15.3833,19.349,18.5266,15.2729,-15.2729,-4.97541
15.4,19.2849,18.4721,14.8921,-14.8921,4.42451
15.4167,19.2166,18.4133,14.5052,-14.5052,9.8155
15.4333,19.1444,18.3504,14.1137,-14.1137,16.7944
15.45,19.0684,18.2835,13.7194,-13.7194,21.7554
15.4667,18.9888,18.213,13.3237,-13.3237,27.1373
15.4833,18.9058,18.1389,12.928,-12.928,31.4016
15.5,18.8196,18.0614,12.5334,-12.5334,35.6202
15.5167,18.7303,17.9808,12.1411,-12.1411,39.1453
15.5333,18.6381,17.8971,11.7518,-11.7518,42.4561
15.55,18.5432,17.8106,11.3666,-11.3666,45.2877
15.5667,18.4457,17.7213,10.9862,-10.9862,47.861
15.5833,18.3457,17.6295,10.6112,-10.6112,50.0749
15.6,18.2435,17.5353,10.2422,-10.2422,52.037
15.6167,18.1391,17.4388,9.87969,-9.87969,53.715
15.6333,18.0326,17.3401,9.52414,-9.52414,55.1661
15.65,17.9243,17.2394,9.17591,-9.17591,56.3864
15.6667,17.8141,17.1368,8.83531,-8.83531,57.4099
15.6833,17.7023,17.0325,8.5026,-8.5026,58.2435
15.7,17.5889,16.9264,8.17799,-8.17799,58.9101
15.7167,17.474,16.8188,7.86164,-7.86164,59.4201
15.7333,17.3578,16.7098,7.55367,-7.55367,59.7904
15.75,17.2404,16.5994,7.25416,-7.25416,60.0321
15.7667,17.1218,16.4877,6.96317,-6.96317,60.1584
15.7833,17.0021,16.3749,6.68073,-6.68073,60.1797
15.8,16.8815,16.261,6.40681,-6.40681,60.107
15.8167,16.7599,16.1461,6.14139,-6.14139,59.9495
15.8333,16.6376,16.0303,5.88442,-5.88442,59.7163
15.85,16.5145,15.9137,5.63582,-5.63582,59.4156
15.8667,16.3907,15.7964,5.3955,-5.3955,59.0551
15.8833,16.2664,15.6784,5.16335,-5.16335,58.6419
15.9,16.1416,15.5597,4.93925,-4.93925,58.1823
15.9167,16.0163,15.4406,4.72307,-4.72307,57.6825
15.9333,15.8907,15.321,4.51466,-4.51466,57.148
15.95,15.7647,15.201,4.31387,-4.31387,56.5838
15.9667,15.6384,15.0806,4.12055,-4.12055,55.9945
15.9833,15.512,14.96,3.93452,-3.93452,55.3845
16,15.3854,14.8391,3.75561,-3.75561,54.7576
16.0167,15.2587,14.7181,3.58364,-3.58364,54.1175
16.0333,15.132,14.5969,3.41845,-3.41845,53.4672
16.05,15.0052,14.4757,3.25984,-3.25984,52.8099
16.0667,14.8785,14.3544,3.10763,-3.10763,52.1482
16.0833,14.7519,14.2332,2.96164,-2.96164,51.4844
16.1,14.6255,14.112,2.82169,-2.82169,50.8209
16.1167,14.4992,13.9909,2.68758,-2.68758,50.1595
16.1333,14.3731,13.87,2.55915,-2.55915,49.502
16.15,14.2472,13.7492,2.43619,-2.43619,48.8501
16.1667,14.1217,13.6287,2.31855,-2.31855,48.2051
16.1833,13.9964,13.5084,2.20603,-2.20603,47.5682
16.2,13.8715,13.3884,2.09846,-2.09846,46.9405
16.2167,13.747,13.2687,1.99566,-1.99566,46.3231
16.2333,13.6229,13.1493,1.89748,-1.89748,45.7167
16.25,13.4992,13.0304,1.80374,-1.80374,45.122
16.2667,13.376,12.9118,1.71428,-1.71428,44.5397
16.2833,13.2532,12.7936,1.62893,-1.62893,43.9703
16.3,13.131,12.6759,1.54755,-1.54755,43.4142
16.3167,13.0093,12.5587,1.46997,-1.46997,42.8717
16.3333,12.8881,12.442,1.39606,-1.39606,42.3431
16.35,12.7675,12.3257,1.32566,-1.32566,41.8286
16.3667,12.6476,12.2101,1.25863,-1.25863,41.3283
16.3833,12.5282,12.0949,1.19485,-1.19485,40.8423
16.4,12.4094,11.9804,1.13417,-1.13417,40.3707
16.4167,12.2913,11.8664,1.07646,-1.07646,39.9133
16.4333,12.1739,11.7531,1.0216,-1.0216,39.4703
16.45,12.0571,11.6403,0.969477,-0.969477,39.0413
16.4667,11.941,11.5282,0.919962,-0.919962,38.6265
16.4833,11.8256,11.4168,0.872947,-0.872947,38.2255
16.5,11.7109,11.306,0.82832,-0.82832,37.8382
16.5167,11.597,11.1959,0.785978,-0.785978,37.4643
16.5333,11.4837,11.0865,0.745817,-0.745817,37.1038
16.55,11.3712,10.9777,0.70774,-0.70774,36.7562
16.5667,11.2595,10.8697,0.671651,-0.671651,36.4214
16.5833,11.1485,10.7624,0.637459,-0.637459,36.0991
16.6,11.0383,10.6558,0.605077,-0.605077,35.789
16.6167,10.9289,10.5499,0.57442,-0.57442,35.4908
16.6333,10.8202,10.4448,0.545406,-0.545406,35.2042
16.65,10.7123,10.3404,0.517958,-0.517958,34.929
16.6667,10.6053,10.2368,0.492001,-0.492001,34.6647
16.6833,10.499,10.1339,0.467463,-0.467463,34.4112
16.7,10.3935,10.0318,0.444275,-0.444275,34.1681
16.7167,10.2888,9.93045,0.422371,-0.422371,33.935
16.7333,10.1849,9.82987,0.401687,-0.401687,33.7117
16.75,10.0819,9.73005,0.382162,-0.382162,33.4979
16.7667,9.97965,9.63102,0.36374,-0.36374,33.2933
16.7833,9.87822,9.53276,0.346363,-0.346363,33.0975
16.8,9.77761,9.43529,0.329979,-0.329979,32.9103
16.8167,9.67782,9.33859,0.314536,-0.314536,32.7314
